N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),N_FacilitiesInApt,Size(sqf),SalePrice,HallwayType_mixed,HallwayType_terraced,TimeToSubway_10min~15min,TimeToSubway_15min~20min,TimeToSubway_5min~10min,TimeToSubway_no_bus_stop_nearby,SubwayStation_Banwoldang,SubwayStation_Chil-sung-market,SubwayStation_Daegu,SubwayStation_Kyungbuk_uni_hospital,SubwayStation_Myung-duk,SubwayStation_Sin-nam,SubwayStation_no_subway_nearby,Age
0.0,5.0,3.0,930.0,7,907,314159,False,True,False,False,False,False,False,False,False,True,False,False,False,11
5.0,5.0,4.0,798.0,7,572,75504,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,5.0,4.0,798.0,7,743,124778,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,4.0,1.0,605.0,5,1483,348672,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,5.0,3.0,930.0,7,910,291150,False,True,False,False,False,False,False,False,False,True,False,False,False,11
5.0,5.0,4.0,798.0,7,1184,280530,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,5.0,4.0,798.0,7,572,75920,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,7.0,5.0,0.0,3,355,35398,False,False,True,False,False,False,False,False,False,False,True,False,False,32
5.0,6.0,5.0,536.0,4,644,176991,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,5.0,4.0,798.0,7,743,239823,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,1.0,2.0,536.0,5,1743,332743,False,True,False,False,False,False,False,False,False,False,False,True,False,18
5.0,5.0,4.0,798.0,7,914,168141,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,7.0,5.0,1174.0,9,843,323008,False,True,False,False,False,False,False,False,False,False,True,False,False,10
5.0,5.0,4.0,798.0,7,572,74256,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,5.0,4.0,798.0,7,914,171681,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,1.0,2.0,536.0,5,1743,307964,False,True,False,False,False,False,False,False,False,False,False,True,False,18
0.0,3.0,2.0,1270.0,10,868,205309,False,True,False,False,False,False,False,False,False,True,False,False,False,17
1.0,2.0,2.0,184.0,5,636,200221,False,True,True,False,False,False,False,False,False,True,False,False,False,18
1.0,5.0,1.0,0.0,4,1131,146017,False,True,True,False,False,False,False,False,False,True,False,False,False,38
5.0,6.0,5.0,536.0,4,644,181415,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,6.0,5.0,536.0,4,914,219469,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,5.0,3.0,930.0,7,910,250176,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,1.0,1.0,1321.0,10,644,279646,False,True,False,False,True,False,False,False,False,False,False,False,True,9
0.0,4.0,1.0,605.0,5,1483,383185,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,1.0,2.0,536.0,5,2056,367256,False,True,False,False,False,False,False,False,False,False,False,True,False,18
0.0,1.0,2.0,536.0,5,914,283185,False,True,False,False,False,False,False,False,False,False,False,True,False,18
0.0,3.0,2.0,1270.0,10,1928,424778,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,4.0,1.0,605.0,5,1483,380530,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,3.0,2.0,475.0,8,829,223008,False,True,False,False,False,False,False,False,False,False,False,True,False,16
5.0,6.0,5.0,536.0,4,644,84955,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,4.0,1.0,605.0,5,1483,305309,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,5.0,4.0,798.0,7,572,179646,True,False,False,False,True,False,False,False,False,False,False,False,False,19
1.0,5.0,1.0,0.0,4,1131,163716,False,True,True,False,False,False,False,False,False,True,False,False,False,38
0.0,5.0,3.0,930.0,7,426,103663,False,True,False,False,False,False,False,False,False,True,False,False,False,11
5.0,5.0,4.0,798.0,7,743,151327,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,5.0,4.0,798.0,7,1184,202654,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,3.0,2.0,475.0,8,914,247787,False,True,False,False,False,False,False,False,False,False,False,True,False,16
2.0,2.0,1.0,203.0,5,910,159292,False,True,False,False,False,True,False,False,False,False,False,False,True,15
0.0,3.0,2.0,1270.0,10,868,279646,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,3.0,2.0,0.0,3,903,119469,False,False,False,False,False,False,False,False,False,True,False,False,False,46
0.0,2.0,2.0,524.0,4,1419,268849,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,2.0,2.0,524.0,4,1419,265486,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,2.0,2.0,524.0,4,1103,213274,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,5.0,3.0,930.0,7,426,107345,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,3.0,2.0,1270.0,10,868,349557,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,2.0,2.0,524.0,4,1394,245132,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,3.0,2.0,1270.0,10,868,221238,False,True,False,False,False,False,False,False,False,True,False,False,False,17
1.0,7.0,3.0,56.0,5,644,132743,True,False,False,True,False,False,False,True,False,False,False,False,False,27
0.0,1.0,1.0,1321.0,10,910,369026,False,True,False,False,True,False,False,False,False,False,False,False,True,9
5.0,6.0,5.0,536.0,4,644,144247,True,False,False,True,False,False,False,False,False,False,True,False,False,31
1.0,5.0,1.0,0.0,4,1377,216814,False,True,True,False,False,False,False,False,False,True,False,False,False,38
5.0,5.0,4.0,798.0,7,914,161946,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,1.0,2.0,536.0,5,818,150442,False,True,False,False,False,False,False,False,False,False,False,True,False,18
5.0,6.0,5.0,536.0,4,644,128318,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,1.0,2.0,536.0,5,818,141592,False,True,False,False,False,False,False,False,False,False,False,True,False,18
1.0,5.0,1.0,0.0,4,1131,243362,False,True,True,False,False,False,False,False,False,True,False,False,False,38
1.0,5.0,4.0,79.0,3,914,212389,True,False,False,True,False,False,False,False,False,False,True,False,False,32
0.0,3.0,2.0,475.0,8,829,227433,False,True,False,False,False,False,False,False,False,False,False,True,False,16
1.0,5.0,2.0,18.0,3,910,92920,False,False,False,False,True,False,False,False,False,False,False,True,False,38
2.0,2.0,1.0,203.0,5,910,278761,False,True,False,False,False,True,False,False,False,False,False,False,True,15
0.0,2.0,2.0,524.0,4,1448,341592,False,True,False,False,False,False,True,False,False,False,False,False,False,17
1.0,5.0,1.0,0.0,4,1131,194690,False,True,True,False,False,False,False,False,False,True,False,False,False,38
0.0,3.0,2.0,1270.0,10,868,265486,False,True,False,False,False,False,False,False,False,True,False,False,False,17
1.0,2.0,2.0,184.0,5,910,296460,False,True,True,False,False,False,False,False,False,True,False,False,False,18
5.0,6.0,5.0,536.0,4,1288,260176,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,1.0,2.0,536.0,5,1437,371681,False,True,False,False,False,False,False,False,False,False,False,True,False,18
0.0,3.0,2.0,1270.0,10,1928,415929,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,3.0,2.0,1270.0,10,868,338938,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,3.0,2.0,475.0,8,1167,252212,False,True,False,False,False,False,False,False,False,False,False,True,False,16
5.0,6.0,5.0,536.0,4,644,92920,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,6.0,5.0,536.0,4,644,79646,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,3.0,2.0,475.0,8,829,305309,False,True,False,False,False,False,False,False,False,False,False,True,False,16
2.0,3.0,1.0,181.0,4,903,307079,False,True,False,False,False,False,False,False,False,False,True,False,False,18
5.0,7.0,5.0,0.0,3,640,75221,False,False,True,False,False,False,False,False,False,False,True,False,False,32
1.0,5.0,4.0,79.0,3,644,78318,True,False,False,True,False,False,False,False,False,False,True,False,False,32
5.0,6.0,5.0,536.0,4,914,194690,True,False,False,True,False,False,False,False,False,False,True,False,False,31
1.0,7.0,3.0,56.0,5,558,64601,True,False,False,True,False,False,False,True,False,False,False,False,False,27
0.0,3.0,2.0,0.0,3,903,117699,False,False,False,False,False,False,False,False,False,True,False,False,False,46
5.0,6.0,5.0,536.0,4,644,96460,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,3.0,2.0,475.0,8,829,219469,False,True,False,False,False,False,False,False,False,False,False,True,False,16
5.0,6.0,5.0,536.0,4,644,98230,True,False,False,True,False,False,False,False,False,False,True,False,False,31
1.0,5.0,4.0,79.0,3,644,89380,True,False,False,True,False,False,False,False,False,False,True,False,False,32
0.0,2.0,2.0,524.0,4,1103,274336,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,5.0,3.0,930.0,7,426,98477,False,True,False,False,False,False,False,False,False,True,False,False,False,11
2.0,2.0,1.0,203.0,5,1160,191938,False,True,False,False,False,True,False,False,False,False,False,False,True,15
5.0,6.0,5.0,536.0,4,2337,212389,True,False,False,True,False,False,False,False,False,False,True,False,False,31
2.0,2.0,1.0,203.0,5,1160,265442,False,True,False,False,False,True,False,False,False,False,False,False,True,15
5.0,6.0,5.0,536.0,4,1288,261061,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,1.0,2.0,536.0,5,818,284955,False,True,False,False,False,False,False,False,False,False,False,True,False,18
5.0,6.0,5.0,536.0,4,2337,283185,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,6.0,5.0,536.0,4,1451,192920,True,False,False,True,False,False,False,False,False,False,True,False,False,31
1.0,5.0,4.0,79.0,3,644,137168,True,False,False,True,False,False,False,False,False,False,True,False,False,32
1.0,2.0,2.0,184.0,5,910,287610,False,True,True,False,False,False,False,False,False,True,False,False,False,18
0.0,4.0,1.0,605.0,5,1334,347787,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,3.0,2.0,1270.0,10,1519,398230,False,True,False,False,False,False,False,False,False,True,False,False,False,17
1.0,5.0,1.0,0.0,4,1131,194690,False,True,True,False,False,False,False,False,False,True,False,False,False,38
5.0,6.0,5.0,536.0,4,644,92920,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,6.0,5.0,536.0,4,644,92035,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,5.0,3.0,930.0,7,644,147761,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,5.0,3.0,930.0,7,644,149274,False,True,False,False,False,False,False,False,False,True,False,False,False,11
1.0,5.0,1.0,0.0,4,914,256637,False,True,True,False,False,False,False,False,False,True,False,False,False,38
0.0,3.0,2.0,1270.0,10,868,349557,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,1.0,2.0,536.0,5,914,196460,False,True,False,False,False,False,False,False,False,False,False,True,False,18
1.0,2.0,2.0,184.0,5,910,146017,False,True,True,False,False,False,False,False,False,True,False,False,False,18
5.0,5.0,4.0,798.0,7,743,198230,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,1.0,1.0,1321.0,10,910,393805,False,True,False,False,True,False,False,False,False,False,False,False,True,9
2.0,2.0,1.0,203.0,5,910,200318,False,True,False,False,False,True,False,False,False,False,False,False,True,15
2.0,2.0,1.0,203.0,5,914,198451,False,True,False,False,False,True,False,False,False,False,False,False,True,15
0.0,3.0,2.0,1270.0,10,868,237610,False,True,False,False,False,False,False,False,False,True,False,False,False,17
1.0,5.0,1.0,0.0,4,1313,149557,False,True,True,False,False,False,False,False,False,True,False,False,False,38
0.0,5.0,3.0,930.0,7,644,143238,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,3.0,2.0,1270.0,10,868,265486,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,1.0,2.0,536.0,5,1743,448672,False,True,False,False,False,False,False,False,False,False,False,True,False,18
0.0,2.0,2.0,524.0,4,1103,214601,False,True,False,False,False,False,True,False,False,False,False,False,False,17
2.0,3.0,1.0,181.0,4,903,238938,False,True,False,False,False,False,False,False,False,False,True,False,False,18
0.0,2.0,2.0,524.0,4,1419,252212,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,5.0,4.0,798.0,7,914,300000,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,5.0,4.0,798.0,7,743,199115,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,5.0,4.0,798.0,7,914,260176,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,3.0,2.0,1270.0,10,1643,530973,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,5.0,4.0,798.0,7,914,251327,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,7.0,5.0,1174.0,9,910,358407,False,True,False,False,False,False,False,False,False,False,True,False,False,10
5.0,5.0,4.0,798.0,7,572,73053,True,False,False,False,True,False,False,False,False,False,False,False,False,19
1.0,5.0,1.0,0.0,4,1313,225663,False,True,True,False,False,False,False,False,False,True,False,False,False,38
5.0,6.0,5.0,536.0,4,914,115044,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,3.0,2.0,1270.0,10,868,309734,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,6.0,5.0,536.0,4,914,238938,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,5.0,3.0,930.0,7,644,147761,False,True,False,False,False,False,False,False,False,True,False,False,False,11
1.0,5.0,1.0,0.0,4,1131,150442,False,True,True,False,False,False,False,False,False,True,False,False,False,38
5.0,5.0,4.0,798.0,7,743,252212,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,2.0,2.0,524.0,4,1419,277876,False,True,False,False,False,False,True,False,False,False,False,False,False,17
1.0,7.0,3.0,56.0,5,914,114159,True,False,False,True,False,False,False,True,False,False,False,False,False,27
0.0,3.0,2.0,475.0,8,914,238053,False,True,False,False,False,False,False,False,False,False,False,True,False,16
5.0,7.0,5.0,0.0,3,640,66371,False,False,True,False,False,False,False,False,False,False,True,False,False,32
1.0,5.0,1.0,0.0,4,1377,190265,False,True,True,False,False,False,False,False,False,True,False,False,False,38
5.0,7.0,5.0,0.0,3,644,68141,False,False,True,False,False,False,False,False,False,False,True,False,False,32
0.0,3.0,2.0,475.0,8,914,316371,False,True,False,False,False,False,False,False,False,False,False,True,False,16
0.0,2.0,2.0,524.0,4,1419,318584,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,3.0,2.0,475.0,8,829,292035,False,True,False,False,False,False,False,False,False,False,False,True,False,16
0.0,2.0,2.0,524.0,4,1394,209442,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,5.0,4.0,798.0,7,914,173893,True,False,False,False,True,False,False,False,False,False,False,False,False,19
